"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"
"CHEMBL3642349"	""	"None"	"492.61"	"0"	"4.09"	"BDBM99625"	"CS(=O)(=O)c1ccccc1Nc1cccn2nc(Nc3ccc(OCCN4CCCC4)cc3)nc12"	"IC50"	"'='"	"1297.82"	"nM"	"5.89"	""	"215953"	"UO_0000065"	"11.95"	"0.23"	"1.80"	"5.84"	"0"	"CHEMBL3705306"	"In Vitro Enzyme Assay: The ability of compounds to inhibit the kinase activity of baculovirus-expressed human FAK and JAK kinase using the time-resolved fluorescence (TRF) assay system."	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2695"	"Focal adhesion kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3638802"	"37"	"BindingDB Database"	""	"2013"	"None"	""
"CHEMBL3108787"	""	"None"	"431.64"	"1"	"5.37"	"4"	"CSCCCNC1=CC(=O)C(O)=C(C[C@]2(C)[C@@H](C)CC[C@@]3(C)C(C)=CCC[C@@H]23)C1=O"	"Inhibition"	""	""	"%"	""	""	"Active"	"UO_0000187"	""	""	""	""	"0"	"CHEMBL3111653"	"Inhibition of recombinant FAK (unknown origin) assessed as incorporation of [gamma-33P]-ATP into substrate at 10 uM by radiometric assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2695"	"Focal adhesion kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3108666"	"1"	"Scientific Literature"	"J Nat Prod"	"2014"	"None"	""
"CHEMBL4063890"	""	"None"	"472.38"	"0"	"4.16"	"6o"	"COc1cc(Br)c(/C=C2\CN(C)C/C(=C\c3nc(C)c(C)nc3C)C2=O)cc1OC"	"IC50"	"'='"	"2400.0"	"nM"	"5.62"	""	""	"UO_0000065"	"11.90"	"0.26"	"1.46"	"8.71"	"0"	"CHEMBL4034794"	"Inhibition of FAK (unknown origin) assembly preincubated with enzyme followed by GTP addition measured after 20 mins by spectrophotometric analysis"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2695"	"Focal adhesion kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4033650"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2017"	"None"	""
"CHEMBL2298000"	""	"None"	"423.34"	"1"	"5.38"	"3e"	"Brc1cccc(CSc2nnc(-c3ccncc3)n2-c2ccccc2)c1"	"Inhibition"	""	""	"%"	""	""	"Active"	"UO_0000187"	""	""	""	""	"0"	"CHEMBL3070125"	"Inhibition of FAK phosphorylation in Homo sapiens (human) HCT116 cells after 0.5 to 8 uM by Western blot analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HCT-116"	"None"	""	""	""	"CHEMBL2695"	"Focal adhesion kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3045354"	"1"	"Scientific Literature"	"Med Chem Res"	"2013"	"CHEMBL3308372"	""
"CHEMBL2315573"	""	"None"	"555.38"	"1"	"4.81"	"49"	"CN(c1ncccc1CNc1c(C(F)(F)F)cnc2[nH]c(-c3ccc(Br)cc3)nc12)S(C)(=O)=O"	"Kd"	"'='"	"189.0"	"nM"	"6.72"	""	""	"UO_0000065"	"12.11"	"0.27"	"1.91"	"6.47"	"0"	"CHEMBL2320502"	"Binding affinity to FAK (unknown origin) by surface plasmon resonance analysis"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2695"	"Focal adhesion kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2311330"	"1"	"Scientific Literature"	"J Med Chem"	"2013"	"None"	""
"CHEMBL2315565"	""	"None"	"495.51"	"1"	"5.19"	"41"	"CNC(=O)c1ccccc1Nc1c(C(F)(F)F)cnc2[nH]c(-c3ccc(N4CCOCC4)cc3)cc12"	"IC50"	"'='"	"83.0"	"nM"	"7.08"	""	""	"UO_0000065"	"14.29"	"0.27"	"1.89"	"8.61"	"0"	"CHEMBL2320500"	"Inhibition of FAK in human HT-29 cells assessed as phosphorylation at tyrosine 397 after 45 mins"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HT-29"	"None"	""	""	""	"CHEMBL2695"	"Focal adhesion kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2311330"	"1"	"Scientific Literature"	"J Med Chem"	"2013"	"CHEMBL3307768"	""
"CHEMBL2315561"	""	"None"	"505.37"	"1"	"3.93"	"50"	"CN(c1ncccc1CNc1c(Br)cnc2[nH]c(-c3ccc(F)cc3)nc12)S(C)(=O)=O"	"Kd"	"'='"	"335.0"	"nM"	"6.47"	""	""	"UO_0000065"	"12.81"	"0.29"	"2.54"	"6.23"	"0"	"CHEMBL2320502"	"Binding affinity to FAK (unknown origin) by surface plasmon resonance analysis"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2695"	"Focal adhesion kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2311330"	"1"	"Scientific Literature"	"J Med Chem"	"2013"	"None"	""
"CHEMBL2315571"	""	"None"	"440.28"	"0"	"4.63"	"47"	"CNC(=O)c1ccccc1Nc1c(Br)cnc2[nH]c(-c3ccc(F)cc3)nc12"	"IC50"	"'='"	"170.0"	"nM"	"6.77"	""	""	"UO_0000065"	"15.38"	"0.33"	"2.14"	"8.19"	"0"	"CHEMBL2320501"	"Inhibition of FAK (unknown origin) using biotinylated His-TEV-hsFAK(31-686)(K454R) substrate after 2 hrs by scintillation counting analysis"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2695"	"Focal adhesion kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2311330"	"1"	"Scientific Literature"	"J Med Chem"	"2013"	"None"	""
"CHEMBL3987106"	""	"None"	"563.61"	"1"	"3.79"	"25b"	"CS(=O)(=O)N1CCCc2cc(ccc2N2CCOCC2)Nc2ncc(C(F)(F)F)c(n2)NCc2cccnc21"	"IC50"	"'='"	"3.21"	"nM"	"8.49"	""	""	"UO_0000065"	"15.07"	"0.30"	"4.70"	"7.54"	"0"	"CHEMBL3873677"	"Inhibition of NH2-terminal His6-tagged FAK kinase domain (410 to 689 residues) (unknown origin) expressed in baculovirus infected sf9 cells using p(Glu/Tyr) as substrate in presence of ATP"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Sf9"	"None"	""	""	""	"CHEMBL2695"	"Focal adhesion kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3872238"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2016"	"CHEMBL3308860"	""
"CHEMBL3889951"	""	"None"	"561.59"	"1"	"4.09"	"10a"	"CS(=O)(=O)N1CCCCC(=O)N2CCc3cc(ccc32)Nc2ncc(C(F)(F)F)c(n2)NCc2cccnc21"	"IC50"	"'='"	"17.0"	"nM"	"7.77"	""	""	"UO_0000065"	"13.83"	"0.27"	"3.68"	"6.45"	"0"	"CHEMBL3873677"	"Inhibition of NH2-terminal His6-tagged FAK kinase domain (410 to 689 residues) (unknown origin) expressed in baculovirus infected sf9 cells using p(Glu/Tyr) as substrate in presence of ATP"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Sf9"	"None"	""	""	""	"CHEMBL2695"	"Focal adhesion kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3872238"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2016"	"CHEMBL3308860"	""
"CHEMBL2048912"	""	"None"	"522.03"	"2"	"5.08"	"51m"	"CC(C)(N)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21"	"IC50"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL2049467"	"Inhibition of FAK using ATP measured after 60 mins"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2695"	"Focal adhesion kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2046372"	"1"	"Scientific Literature"	"J Med Chem"	"2012"	"None"	""
"CHEMBL2087493"	""	"None"	"508.01"	"2"	"0.34"	"38"	"CS(=O)(=O)N1CCN(Cc2cn3c(Cl)c(-c4cnc(N)nc4)nc(N4CCOCC4)c3n2)CC1"	"Inhibition"	"'<'"	"30.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2092420"	"Inhibition of FAK at 5 uM"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2695"	"Focal adhesion kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2086238"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2012"	"None"	""
"CHEMBL2315566"	""	"None"	"496.49"	"0"	"4.58"	"42"	"CNC(=O)c1ccccc1Nc1c(C(F)(F)F)cnc2[nH]c(-c3ccc(N4CCOCC4)nc3)cc12"	"IC50"	"'='"	"107.0"	"nM"	"6.97"	""	""	"UO_0000065"	"14.04"	"0.26"	"2.39"	"7.32"	"0"	"CHEMBL2320500"	"Inhibition of FAK in human HT-29 cells assessed as phosphorylation at tyrosine 397 after 45 mins"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HT-29"	"None"	""	""	""	"CHEMBL2695"	"Focal adhesion kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2311330"	"1"	"Scientific Literature"	"J Med Chem"	"2013"	"CHEMBL3307768"	""
"CHEMBL2315582"	""	"None"	"488.62"	"0"	"4.85"	"35"	"CCCCc1ccc(-c2cc3c(NCc4cccnc4N(C)S(C)(=O)=O)c(C#N)cnc3[nH]2)cc1"	"IC50"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL2320501"	"Inhibition of FAK (unknown origin) using biotinylated His-TEV-hsFAK(31-686)(K454R) substrate after 2 hrs by scintillation counting analysis"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2695"	"Focal adhesion kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2311330"	"1"	"Scientific Literature"	"J Med Chem"	"2013"	"None"	""
"CHEMBL2315580"	""	"None"	"450.50"	"0"	"3.64"	"33"	"CN(c1ncccc1CNc1c(C#N)cnc2[nH]c(-c3ccc(F)cc3)cc12)S(C)(=O)=O"	"Kd"	"'='"	"603.0"	"nM"	"6.22"	""	""	"UO_0000065"	"13.81"	"0.27"	"2.58"	"5.42"	"0"	"CHEMBL2320502"	"Binding affinity to FAK (unknown origin) by surface plasmon resonance analysis"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2695"	"Focal adhesion kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2311330"	"1"	"Scientific Literature"	"J Med Chem"	"2013"	"None"	""
"CHEMBL2315564"	""	"None"	"385.40"	"0"	"4.34"	"40"	"CNC(=O)c1ccccc1Nc1c(C#N)cnc2[nH]c(-c3ccc(F)cc3)cc12"	"IC50"	"'='"	"37.0"	"nM"	"7.43"	""	""	"UO_0000065"	"19.28"	"0.35"	"3.09"	"7.94"	"0"	"CHEMBL2320501"	"Inhibition of FAK (unknown origin) using biotinylated His-TEV-hsFAK(31-686)(K454R) substrate after 2 hrs by scintillation counting analysis"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2695"	"Focal adhesion kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2311330"	"1"	"Scientific Literature"	"J Med Chem"	"2013"	"None"	""
"CHEMBL2315581"	""	"None"	"438.56"	"0"	"3.89"	"34"	"CN(c1ncccc1CNc1c(C#N)cnc2[nH]c(C3CCCCC3)cc12)S(C)(=O)=O"	"IC50"	""	""	""	""	""	"Not Determined"	""	""	""	""	""	"0"	"CHEMBL2320500"	"Inhibition of FAK in human HT-29 cells assessed as phosphorylation at tyrosine 397 after 45 mins"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HT-29"	"None"	""	""	""	"CHEMBL2695"	"Focal adhesion kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2311330"	"1"	"Scientific Literature"	"J Med Chem"	"2013"	"CHEMBL3307768"	""
