Target	nG1	Fingerprint_type	Scaler	RF ACC	RF AUC	RF PR	RF SP	XGB ACC	XGB AUC	XGB PR	XGB SP	SVM ACC	SVM AUC	SVM PR	SVM SP	MLP ACC	MLP AUC	MLP PR	MLP SP
ABL1	20	ECFP6_512bits	Standard	Train 0.99 | Valid 1.00 | Test 0.68	Train 0.99 | Valid 1.00 | Test 0.64	Train 1.00 | Valid 1.00 | Test 0.65	Train 1.00 | Valid 1.00 | Test 0.85	Train 1.00 | Valid 0.97 | Test 0.70	Train 1.00 | Valid 0.98 | Test 0.68	Train 0.99 | Valid 0.93 | Test 0.62	Train 0.99 | Valid 0.95 | Test 0.75	Train 1.00 | Valid 0.97 | Test 0.65	Train 1.00 | Valid 0.96 | Test 0.56	Train 1.00 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 1.00 | Test 1.00	Train 0.99 | Valid 0.98 | Test 0.64	Train 0.99 | Valid 0.99 | Test 0.60	Train 1.00 | Valid 0.96 | Test 0.55	Train 1.00 | Valid 0.98 | Test 0.78
ABL1	20	ECFP6_512bits	MinMax	Train 0.99 | Valid 1.00 | Test 0.68	Train 0.99 | Valid 1.00 | Test 0.64	Train 1.00 | Valid 1.00 | Test 0.65	Train 1.00 | Valid 1.00 | Test 0.85	Train 1.00 | Valid 0.97 | Test 0.70	Train 1.00 | Valid 0.98 | Test 0.68	Train 0.99 | Valid 0.93 | Test 0.62	Train 0.99 | Valid 0.95 | Test 0.75	Train 1.00 | Valid 1.00 | Test 0.65	Train 1.00 | Valid 1.00 | Test 0.56	Train 1.00 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 1.00 | Test 1.00	Train 0.93 | Valid 0.92 | Test 0.61	Train 0.93 | Valid 0.94 | Test 0.58	Train 0.95 | Valid 0.84 | Test 0.50	Train 0.96 | Valid 0.88 | Test 0.70
ABL1	50	ECFP4_256bits	Robust	Train 1.00 | Valid 1.00 | Test 0.64	Train 1.00 | Valid 1.00 | Test 0.59	Train 1.00 | Valid 1.00 | Test 0.56	Train 1.00 | Valid 1.00 | Test 0.82	Train 0.99 | Valid 1.00 | Test 0.64	Train 0.99 | Valid 1.00 | Test 0.61	Train 1.00 | Valid 1.00 | Test 0.55	Train 1.00 | Valid 1.00 | Test 0.75	Train 1.00 | Valid 0.94 | Test 0.52	Train 1.00 | Valid 0.95 | Test 0.50	Train 1.00 | Valid 0.87 | Test 0.39	Train 1.00 | Valid 0.90 | Test 0.57	Train 0.97 | Valid 1.00 | Test 0.59	Train 0.96 | Valid 1.00 | Test 0.52	Train 1.00 | Valid 1.00 | Test 0.45	Train 1.00 | Valid 1.00 | Test 0.85
ABL1	50	ECFP4_256bits	Standard	Train 1.00 | Valid 1.00 | Test 0.64	Train 1.00 | Valid 1.00 | Test 0.59	Train 1.00 | Valid 1.00 | Test 0.56	Train 1.00 | Valid 1.00 | Test 0.82	Train 0.99 | Valid 1.00 | Test 0.64	Train 0.99 | Valid 1.00 | Test 0.61	Train 1.00 | Valid 1.00 | Test 0.55	Train 1.00 | Valid 1.00 | Test 0.75	Train 1.00 | Valid 1.00 | Test 0.64	Train 1.00 | Valid 1.00 | Test 0.55	Train 1.00 | Valid 1.00 | Test 0.75	Train 1.00 | Valid 1.00 | Test 0.98	Train 0.89 | Valid 0.98 | Test 0.64	Train 0.86 | Valid 0.98 | Test 0.55	Train 0.99 | Valid 1.00 | Test 0.67	Train 0.99 | Valid 1.00 | Test 0.95
ABL1	50	ECFP4_256bits	MinMax	Train 1.00 | Valid 1.00 | Test 0.64	Train 1.00 | Valid 1.00 | Test 0.59	Train 1.00 | Valid 1.00 | Test 0.56	Train 1.00 | Valid 1.00 | Test 0.82	Train 0.99 | Valid 1.00 | Test 0.64	Train 0.99 | Valid 1.00 | Test 0.61	Train 1.00 | Valid 1.00 | Test 0.55	Train 1.00 | Valid 1.00 | Test 0.75	Train 0.95 | Valid 1.00 | Test 0.62	Train 0.93 | Valid 1.00 | Test 0.58	Train 1.00 | Valid 1.00 | Test 0.53	Train 1.00 | Valid 1.00 | Test 0.78	Train 0.91 | Valid 0.95 | Test 0.64	Train 0.89 | Valid 0.96 | Test 0.57	Train 0.99 | Valid 0.93 | Test 0.60	Train 0.99 | Valid 0.95 | Test 0.90
ABL1	50	ECFP4_512bits	Robust	Train 0.98 | Valid 1.00 | Test 0.62	Train 0.98 | Valid 1.00 | Test 0.57	Train 1.00 | Valid 1.00 | Test 0.53	Train 1.00 | Valid 1.00 | Test 0.80	Train 0.98 | Valid 1.00 | Test 0.68	Train 0.98 | Valid 1.00 | Test 0.65	Train 1.00 | Valid 1.00 | Test 0.62	Train 1.00 | Valid 1.00 | Test 0.80	Train 1.00 | Valid 0.98 | Test 0.61	Train 1.00 | Valid 0.99 | Test 0.57	Train 1.00 | Valid 0.96 | Test 0.50	Train 1.00 | Valid 0.98 | Test 0.75	Train 0.98 | Valid 1.00 | Test 0.62	Train 0.98 | Valid 1.00 | Test 0.53	Train 1.00 | Valid 1.00 | Test 0.60	Train 1.00 | Valid 1.00 | Test 0.95
ABL1	50	ECFP4_512bits	Standard	Train 0.98 | Valid 1.00 | Test 0.62	Train 0.98 | Valid 1.00 | Test 0.57	Train 1.00 | Valid 1.00 | Test 0.53	Train 1.00 | Valid 1.00 | Test 0.80	Train 0.98 | Valid 1.00 | Test 0.68	Train 0.98 | Valid 1.00 | Test 0.65	Train 1.00 | Valid 1.00 | Test 0.62	Train 1.00 | Valid 1.00 | Test 0.80	Train 1.00 | Valid 0.97 | Test 0.62	Train 1.00 | Valid 0.98 | Test 0.60	Train 1.00 | Valid 0.93 | Test 0.52	Train 1.00 | Valid 0.95 | Test 0.70	Train 0.97 | Valid 0.98 | Test 0.58	Train 0.96 | Valid 0.99 | Test 0.50	Train 0.99 | Valid 0.96 | Test 0.40	Train 0.99 | Valid 0.98 | Test 0.85
ABL1	50	ECFP4_512bits	MinMax	Train 0.98 | Valid 1.00 | Test 0.62	Train 0.98 | Valid 1.00 | Test 0.57	Train 1.00 | Valid 1.00 | Test 0.53	Train 1.00 | Valid 1.00 | Test 0.80	Train 0.98 | Valid 1.00 | Test 0.68	Train 0.98 | Valid 1.00 | Test 0.65	Train 1.00 | Valid 1.00 | Test 0.62	Train 1.00 | Valid 1.00 | Test 0.80	Train 0.98 | Valid 1.00 | Test 0.62	Train 0.98 | Valid 1.00 | Test 0.57	Train 1.00 | Valid 1.00 | Test 0.53	Train 1.00 | Valid 1.00 | Test 0.80	Train 0.92 | Valid 0.97 | Test 0.65	Train 0.90 | Valid 0.97 | Test 0.56	Train 1.00 | Valid 0.96 | Test 0.80	Train 1.00 | Valid 0.98 | Test 0.98
ABL1	50	ECFP6_256bits	Robust	Train 0.98 | Valid 1.00 | Test 0.74	Train 0.98 | Valid 1.00 | Test 0.69	Train 1.00 | Valid 1.00 | Test 0.80	Train 1.00 | Valid 1.00 | Test 0.92	Train 1.00 | Valid 0.98 | Test 0.65	Train 1.00 | Valid 0.99 | Test 0.63	Train 1.00 | Valid 0.96 | Test 0.56	Train 1.00 | Valid 0.98 | Test 0.72	Train 1.00 | Valid 0.86 | Test 0.61	Train 1.00 | Valid 0.89 | Test 0.57	Train 1.00 | Valid 0.74 | Test 0.50	Train 1.00 | Valid 0.78 | Test 0.75	Train 0.98 | Valid 0.95 | Test 0.61	Train 0.97 | Valid 0.96 | Test 0.53	Train 0.99 | Valid 0.93 | Test 0.50	Train 0.99 | Valid 0.95 | Test 0.90
ABL1	50	ECFP6_256bits	Standard	Train 0.98 | Valid 1.00 | Test 0.74	Train 0.98 | Valid 1.00 | Test 0.69	Train 1.00 | Valid 1.00 | Test 0.80	Train 1.00 | Valid 1.00 | Test 0.92	Train 1.00 | Valid 0.98 | Test 0.65	Train 1.00 | Valid 0.99 | Test 0.63	Train 1.00 | Valid 0.96 | Test 0.56	Train 1.00 | Valid 0.98 | Test 0.72	Train 1.00 | Valid 1.00 | Test 0.64	Train 1.00 | Valid 1.00 | Test 0.54	Train 1.00 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 1.00 | Test 1.00	Train 0.91 | Valid 0.95 | Test 0.71	Train 0.89 | Valid 0.95 | Test 0.65	Train 1.00 | Valid 0.96 | Test 0.82	Train 1.00 | Valid 0.98 | Test 0.95
ABL1	50	ECFP6_256bits	MinMax	Train 0.98 | Valid 1.00 | Test 0.74	Train 0.98 | Valid 1.00 | Test 0.69	Train 1.00 | Valid 1.00 | Test 0.80	Train 1.00 | Valid 1.00 | Test 0.92	Train 1.00 | Valid 0.98 | Test 0.65	Train 1.00 | Valid 0.99 | Test 0.63	Train 1.00 | Valid 0.96 | Test 0.56	Train 1.00 | Valid 0.98 | Test 0.72	Train 0.98 | Valid 1.00 | Test 0.68	Train 0.98 | Valid 1.00 | Test 0.64	Train 1.00 | Valid 1.00 | Test 0.65	Train 1.00 | Valid 1.00 | Test 0.85	Train 0.91 | Valid 0.95 | Test 0.67	Train 0.88 | Valid 0.94 | Test 0.60	Train 1.00 | Valid 1.00 | Test 0.70	Train 1.00 | Valid 1.00 | Test 0.92
ABL1	50	ECFP6_512bits	Robust	Train 0.98 | Valid 1.00 | Test 0.67	Train 0.98 | Valid 1.00 | Test 0.62	Train 1.00 | Valid 1.00 | Test 0.62	Train 1.00 | Valid 1.00 | Test 0.85	Train 0.94 | Valid 1.00 | Test 0.65	Train 0.92 | Valid 1.00 | Test 0.61	Train 0.99 | Valid 1.00 | Test 0.58	Train 0.99 | Valid 1.00 | Test 0.80	Train 1.00 | Valid 0.97 | Test 0.56	Train 1.00 | Valid 0.98 | Test 0.54	Train 1.00 | Valid 0.93 | Test 0.44	Train 1.00 | Valid 0.95 | Test 0.62	Train 0.98 | Valid 0.92 | Test 0.61	Train 0.98 | Valid 0.90 | Test 0.51	Train 1.00 | Valid 1.00 | Test 0.50	Train 1.00 | Valid 1.00 | Test 0.98
ABL1	50	ECFP6_512bits	Standard	Train 0.98 | Valid 1.00 | Test 0.67	Train 0.98 | Valid 1.00 | Test 0.62	Train 1.00 | Valid 1.00 | Test 0.62	Train 1.00 | Valid 1.00 | Test 0.85	Train 0.94 | Valid 1.00 | Test 0.65	Train 0.92 | Valid 1.00 | Test 0.61	Train 0.99 | Valid 1.00 | Test 0.58	Train 0.99 | Valid 1.00 | Test 0.80	Train 1.00 | Valid 0.95 | Test 0.61	Train 1.00 | Valid 0.96 | Test 0.57	Train 1.00 | Valid 0.90 | Test 0.50	Train 1.00 | Valid 0.92 | Test 0.72	Train 0.98 | Valid 1.00 | Test 0.59	Train 0.98 | Valid 1.00 | Test 0.52	Train 1.00 | Valid 1.00 | Test 0.45	Train 1.00 | Valid 1.00 | Test 0.85
ABL1	50	ECFP6_512bits	MinMax	Train 0.98 | Valid 1.00 | Test 0.67	Train 0.98 | Valid 1.00 | Test 0.62	Train 1.00 | Valid 1.00 | Test 0.62	Train 1.00 | Valid 1.00 | Test 0.85	Train 0.94 | Valid 1.00 | Test 0.65	Train 0.92 | Valid 1.00 | Test 0.61	Train 0.99 | Valid 1.00 | Test 0.58	Train 0.99 | Valid 1.00 | Test 0.80	Train 1.00 | Valid 0.98 | Test 0.58	Train 1.00 | Valid 0.99 | Test 0.54	Train 1.00 | Valid 0.96 | Test 0.45	Train 1.00 | Valid 0.98 | Test 0.72	Train 0.94 | Valid 0.98 | Test 0.58	Train 0.93 | Valid 0.98 | Test 0.50	Train 1.00 | Valid 1.00 | Test 0.40	Train 1.00 | Valid 1.00 | Test 0.85
ABL1	80	ECFP4_256bits	Robust	Train 0.99 | Valid 1.00 | Test 0.65	Train 0.98 | Valid 1.00 | Test 0.58	Train 1.00 | Valid 1.00 | Test 0.64	Train 1.00 | Valid 1.00 | Test 0.90	Train 0.99 | Valid 1.00 | Test 0.64	Train 0.98 | Valid 1.00 | Test 0.58	Train 1.00 | Valid 1.00 | Test 0.57	Train 1.00 | Valid 1.00 | Test 0.85	Train 1.00 | Valid 0.95 | Test 0.67	Train 1.00 | Valid 0.96 | Test 0.62	Train 1.00 | Valid 0.90 | Test 0.61	Train 1.00 | Valid 0.92 | Test 0.82	Train 1.00 | Valid 0.97 | Test 0.56	Train 1.00 | Valid 0.97 | Test 0.49	Train 1.00 | Valid 0.96 | Test 0.36	Train 1.00 | Valid 0.98 | Test 0.82
ABL1	80	ECFP4_256bits	Standard	Train 0.99 | Valid 1.00 | Test 0.65	Train 0.98 | Valid 1.00 | Test 0.58	Train 1.00 | Valid 1.00 | Test 0.64	Train 1.00 | Valid 1.00 | Test 0.90	Train 0.99 | Valid 1.00 | Test 0.64	Train 0.98 | Valid 1.00 | Test 0.58	Train 1.00 | Valid 1.00 | Test 0.57	Train 1.00 | Valid 1.00 | Test 0.85	Train 1.00 | Valid 0.95 | Test 0.64	Train 1.00 | Valid 0.94 | Test 0.54	Train 1.00 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 1.00 | Test 1.00	Train 0.70 | Valid 0.67 | Test 0.50	Train 0.64 | Valid 0.63 | Test 0.44	Train 0.55 | Valid 0.60 | Test 0.27	Train 0.82 | Valid 0.80 | Test 0.72
ABL1	80	ECFP4_256bits	MinMax	Train 0.99 | Valid 1.00 | Test 0.65	Train 0.98 | Valid 1.00 | Test 0.58	Train 1.00 | Valid 1.00 | Test 0.64	Train 1.00 | Valid 1.00 | Test 0.90	Train 0.99 | Valid 1.00 | Test 0.64	Train 0.98 | Valid 1.00 | Test 0.58	Train 1.00 | Valid 1.00 | Test 0.57	Train 1.00 | Valid 1.00 | Test 0.85	Train 0.97 | Valid 1.00 | Test 0.67	Train 0.96 | Valid 1.00 | Test 0.59	Train 1.00 | Valid 1.00 | Test 0.75	Train 1.00 | Valid 1.00 | Test 0.95	Train 0.97 | Valid 0.98 | Test 0.61	Train 0.95 | Valid 0.98 | Test 0.53	Train 1.00 | Valid 1.00 | Test 0.50	Train 1.00 | Valid 1.00 | Test 0.88
ABL1	80	ECFP4_512bits	Robust	Train 0.98 | Valid 0.98 | Test 0.65	Train 0.97 | Valid 0.98 | Test 0.59	Train 1.00 | Valid 1.00 | Test 0.62	Train 1.00 | Valid 1.00 | Test 0.88	Train 1.00 | Valid 1.00 | Test 0.64	Train 1.00 | Valid 1.00 | Test 0.59	Train 1.00 | Valid 1.00 | Test 0.56	Train 1.00 | Valid 1.00 | Test 0.82	Train 1.00 | Valid 1.00 | Test 0.65	Train 1.00 | Valid 1.00 | Test 0.60	Train 1.00 | Valid 1.00 | Test 0.60	Train 1.00 | Valid 1.00 | Test 0.85	Train 0.99 | Valid 0.97 | Test 0.64	Train 0.99 | Valid 0.96 | Test 0.54	Train 1.00 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 1.00 | Test 1.00
ABL1	80	ECFP4_512bits	Standard	Train 0.98 | Valid 0.98 | Test 0.65	Train 0.97 | Valid 0.98 | Test 0.59	Train 1.00 | Valid 1.00 | Test 0.62	Train 1.00 | Valid 1.00 | Test 0.88	Train 1.00 | Valid 1.00 | Test 0.64	Train 1.00 | Valid 1.00 | Test 0.59	Train 1.00 | Valid 1.00 | Test 0.56	Train 1.00 | Valid 1.00 | Test 0.82	Train 1.00 | Valid 0.97 | Test 0.62	Train 1.00 | Valid 0.98 | Test 0.57	Train 1.00 | Valid 0.93 | Test 0.53	Train 1.00 | Valid 0.95 | Test 0.82	Train 1.00 | Valid 1.00 | Test 0.64	Train 1.00 | Valid 1.00 | Test 0.57	Train 1.00 | Valid 1.00 | Test 0.58	Train 1.00 | Valid 1.00 | Test 0.88
ABL1	80	ECFP4_512bits	MinMax	Train 0.98 | Valid 0.98 | Test 0.65	Train 0.97 | Valid 0.98 | Test 0.59	Train 1.00 | Valid 1.00 | Test 0.62	Train 1.00 | Valid 1.00 | Test 0.88	Train 1.00 | Valid 1.00 | Test 0.64	Train 1.00 | Valid 1.00 | Test 0.59	Train 1.00 | Valid 1.00 | Test 0.56	Train 1.00 | Valid 1.00 | Test 0.82	Train 0.97 | Valid 1.00 | Test 0.65	Train 0.96 | Valid 1.00 | Test 0.59	Train 1.00 | Valid 1.00 | Test 0.62	Train 1.00 | Valid 1.00 | Test 0.88	Train 1.00 | Valid 1.00 | Test 0.62	Train 1.00 | Valid 1.00 | Test 0.57	Train 1.00 | Valid 1.00 | Test 0.53	Train 1.00 | Valid 1.00 | Test 0.80
ABL1	80	ECFP6_256bits	Robust	Train 1.00 | Valid 1.00 | Test 0.64	Train 0.99 | Valid 1.00 | Test 0.55	Train 1.00 | Valid 1.00 | Test 0.67	Train 1.00 | Valid 1.00 | Test 0.95	Train 1.00 | Valid 0.97 | Test 0.64	Train 1.00 | Valid 0.97 | Test 0.57	Train 1.00 | Valid 0.96 | Test 0.60	Train 1.00 | Valid 0.98 | Test 0.90	Train 1.00 | Valid 0.95 | Test 0.67	Train 1.00 | Valid 0.96 | Test 0.62	Train 1.00 | Valid 0.93 | Test 0.62	Train 1.00 | Valid 0.95 | Test 0.85	Train 1.00 | Valid 0.95 | Test 0.56	Train 1.00 | Valid 0.96 | Test 0.48	Train 1.00 | Valid 0.93 | Test 0.33	Train 1.00 | Valid 0.95 | Test 0.85
ABL1	80	ECFP6_256bits	Standard	Train 1.00 | Valid 1.00 | Test 0.64	Train 0.99 | Valid 1.00 | Test 0.55	Train 1.00 | Valid 1.00 | Test 0.67	Train 1.00 | Valid 1.00 | Test 0.95	Train 1.00 | Valid 0.97 | Test 0.64	Train 1.00 | Valid 0.97 | Test 0.57	Train 1.00 | Valid 0.96 | Test 0.60	Train 1.00 | Valid 0.98 | Test 0.90	Train 1.00 | Valid 0.95 | Test 0.62	Train 1.00 | Valid 0.94 | Test 0.52	Train 1.00 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 1.00 | Test 0.67	Train 1.00 | Valid 1.00 | Test 0.60	Train 1.00 | Valid 1.00 | Test 0.67	Train 1.00 | Valid 1.00 | Test 0.90
ABL1	80	ECFP6_256bits	MinMax	Train 1.00 | Valid 1.00 | Test 0.64	Train 0.99 | Valid 1.00 | Test 0.55	Train 1.00 | Valid 1.00 | Test 0.67	Train 1.00 | Valid 1.00 | Test 0.95	Train 1.00 | Valid 0.97 | Test 0.64	Train 1.00 | Valid 0.97 | Test 0.57	Train 1.00 | Valid 0.96 | Test 0.60	Train 1.00 | Valid 0.98 | Test 0.90	Train 0.98 | Valid 1.00 | Test 0.68	Train 0.97 | Valid 1.00 | Test 0.61	Train 1.00 | Valid 1.00 | Test 0.78	Train 1.00 | Valid 1.00 | Test 0.95	Train 0.97 | Valid 0.92 | Test 0.61	Train 0.95 | Valid 0.90 | Test 0.52	Train 1.00 | Valid 1.00 | Test 0.50	Train 1.00 | Valid 1.00 | Test 0.92
