"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"
"CHEMBL3085830"	""	"None"	"460.63"	"0"	"4.61"	"BDBM198860"	"CN1CCN(C(C)(C)c2ccc(NC(=O)c3ncc(C#N)[nH]3)c(C3=CCC(C)(C)CC3)c2)CC1"	"IC50"	"'='"	"5.1"	"nM"	"8.29"	""	"353851"	"UO_0000065"	"18.00"	"0.33"	"3.68"	"9.42"	"0"	"CHEMBL3887764"	"Fluorescence Polarization Competition Immunoassay: A fluorescence polarization competition immunoassay was used to measure compound inhibition of CSF-1R phosphorylation of tyrosine on a synthetic CSF-1R555-568 peptide (SYEGNSYTFIDPTQ). The assay was performed in black 96-well microplates (Cat #42-000-0117, Molecular Devices, Sunnyvale, Calif.). To each well, 5 uL of compound (in 4% DMSO) were mixed with 2 uL of 3.5 nM CSF-1R, 25 mM MgCl2 in assay buffer (100 mM HEPES (hydroxyethylpiperazineethylsodiumsulfonate), pH 7.5, 1 mM DTT (dithiothreitol), 0.01% Tween-20), and 2 uL of 1540 uM peptide in assay buffer. The kinase reaction was initiated by adding 1 Î¼L of 10 mM ATP in assay buffer. The final concentrations in the 10 uL reaction mixture were 100 mM HEPES, pH 7.5, 1 mM DTT, 0.01% Tween-20, 2% DMSO, 308 uM SYEGNSYTFIDPTQ, 1 mM ATP, 5 mM MgCl2, and 0.7 nM CSF-1R. Positive and negative control wells were included on each plate, where 4% DMSO in assay buffer was substituted for the compound; in addition, positive control wells received 1.2 uL of 50 mM EDTA (ethylenediaminetetraacetic acid) before the start of the reaction."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1844"	"Macrophage colony stimulating factor receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3886444"	"37"	"BindingDB Database"	""	"2015"	"None"	""
"CHEMBL1972840"	""	"None"	"400.51"	"0"	"4.79"	"SID103904751"	"NC(COc1cncc(-c2cc3cnccc3s2)c1)Cc1c[nH]c2ccccc12"	"Ki"	"'>'"	"2511.89"	"nM"	""	""	"inactive"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1964104"	"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CSF1R"	"F"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1844"	"Macrophage colony stimulating factor receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1201862"	"7"	"PubChem BioAssays"	""	""	"None"	""
"CHEMBL1421"	"DASATINIB"	"4.0"	"488.02"	"0"	"3.31"	"Dasatinib"	"Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1"	"Ki"	"'<'"	"10.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4312058"	"Binding affinity to wild-type human partial length CSF1R (I564 to S939 residues) expressed in bacterial expression system by TR-FRET assay"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1844"	"Macrophage colony stimulating factor receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4311931"	"1"	"Scientific Literature"	"Medchemcomm"	"2019"	"None"	""
"CHEMBL1973145"	""	"None"	"390.47"	"0"	"4.48"	"SID103904363"	"Cc1cccc(NC(=O)Nc2ccc(-c3csc4nc(N)nc(N)c34)cc2)c1"	"Ki"	"'='"	"3.162"	"nM"	"8.50"	""	"active"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1964104"	"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CSF1R"	"F"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1844"	"Macrophage colony stimulating factor receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1201862"	"7"	"PubChem BioAssays"	""	""	"None"	""
"CHEMBL3086315"	""	"None"	"378.48"	"0"	"4.35"	"17a"	"CC1(C)CC=C(c2cc(C(C)(C)O)ccc2NC(=O)c2nc(C#N)c[nH]2)CC1"	"IC50"	"'='"	"1.9"	"nM"	"8.72"	""	""	"UO_0000065"	"23.04"	"0.43"	"4.37"	"8.57"	"0"	"CHEMBL3088374"	"Inhibition of FMS (unknown origin)"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1844"	"Macrophage colony stimulating factor receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3085648"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2013"	"None"	""
"CHEMBL4473820"	""	"None"	"406.52"	"0"	"3.77"	"1"	"CN1CCC(Nc2ccc(C(=O)Nc3cc(-c4cc(C#N)cs4)n[nH]3)cc2)CC1"	"IC50"	"'='"	"52.94"	"nM"	"7.28"	""	""	"UO_0000065"	"17.90"	"0.34"	"3.51"	"7.51"	"0"	"CHEMBL4331117"	"Inhibition of human FMS using poly[Glu:Tyr] (4:1) as substrate preincubated for 20 mins followed by [gamma-33P]-ATP addition and measured after 120 mins by Hotspot assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1844"	"Macrophage colony stimulating factor receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4330071"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2019"	"None"	""
"CHEMBL4247298"	""	"None"	"586.70"	"2"	"5.44"	"15i"	"Cc1ccc(NC(=O)c2ccc(CN(CCN(C)C)C(=O)c3cccnc3)cc2)cc1Nc1nccc(-c2cccnc2)n1"	"Activity"	"'='"	"10.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL4230640"	"Binding affinity to wild-type human partial length CSF1R (I564 to S939 residues) expressed in bacterial expression system assessed as residual binding level at 1 uM by Kinomescan method relative to control"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1844"	"Macrophage colony stimulating factor receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4229344"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2018"	"None"	""
"CHEMBL4072731"	""	"None"	"442.52"	"0"	"4.72"	"31"	"Cc1cc(NC(=O)Nc2ccc(-c3ccnc4[nH]nc(C)c34)cc2)ccc1N1CCOCC1"	"IC50"	"'='"	"160.0"	"nM"	"6.80"	""	""	"UO_0000065"	"15.36"	"0.28"	"2.08"	"7.14"	"0"	"CHEMBL4012658"	"Inhibition of human full length His-tagged CSF1R expressed in baculovirus by Z'Lyte assay"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1844"	"Macrophage colony stimulating factor receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4011618"	"1"	"Scientific Literature"	"J Med Chem"	"2017"	"None"	""
"CHEMBL1761510"	""	"None"	"319.41"	"0"	"3.40"	"12"	"NC(=O)c1cc(-c2ccccc2)cc2c(C3CCCNC3)c[nH]c12"	"IC50"	"'='"	"1584.89"	"nM"	"5.80"	""	""	"UO_0000065"	"18.16"	"0.33"	"2.40"	"8.18"	"0"	"CHEMBL1764211"	"Inhibition of c-FMS"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1844"	"Macrophage colony stimulating factor receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1759890"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2011"	"None"	""
"CHEMBL4088144"	""	"None"	"399.93"	"0"	"4.49"	"8; SRI-29329"	"CC(C)n1cnc2c(Nc3cccc(Cl)c3)nc(N[C@H]3CCCC[C@@H]3N)nc21"	"Inhibition"	"'='"	"-1.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL4003783"	"Inhibition of human Fms using KKKSPGEYVNIEFG as substrate in presence of [gamma-33P]ATP at 1 uM after 40 mins by scintillation counter method"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1844"	"Macrophage colony stimulating factor receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4002601"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2017"	"None"	""
"CHEMBL1980297"	"ILORASERTIB"	"2.0"	"488.55"	"1"	"5.18"	"405"	"Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12"	"Ki"	"'='"	"3.162"	"nM"	"8.50"	""	""	"UO_0000065"	"17.40"	"0.33"	"3.32"	"7.20"	"0"	"CHEMBL2065349"	"Inhibition of CSF1R"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1844"	"Macrophage colony stimulating factor receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2062478"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2012"	"None"	""
"CHEMBL2023494"	""	"None"	"485.58"	"1"	"5.60"	"28"	"COc1ccc2c(Oc3ccc(CC(=O)Nc4cc(C)cc(CN(C)C)c4)c(OC)c3)ccnc2c1"	"IC50"	"'='"	"9.0"	"nM"	"8.05"	""	""	"UO_0000065"	"16.57"	"0.31"	"2.45"	"11.03"	"0"	"CHEMBL2027407"	"Inhibition of CSF-1R"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1844"	"Macrophage colony stimulating factor receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2021798"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2012"	"None"	""
"CHEMBL266325"	""	"None"	"346.39"	"0"	"4.59"	"D65476"	"CCCC(=O)Oc1ccc2[nH]c(C(=O)c3cc4ccccc4[nH]3)cc2c1"	"Residual Activity"	"'='"	"83.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219083"	"Millipore: Percentage of residual kinase activity of CSF1R at 10uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1844"	"Macrophage colony stimulating factor receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem J"	"2013"	"None"	""
"CHEMBL21156"	""	"None"	"309.34"	"0"	"3.99"	"JAK_Inhibitor_I"	"CC(C)(C)c1nc2c3ccc(F)cc3c3c(=O)[nH]ccc3c2[nH]1"	"Residual Activity"	"'='"	"18.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219083"	"Millipore: Percentage of residual kinase activity of CSF1R at 10uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1844"	"Macrophage colony stimulating factor receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem J"	"2013"	"None"	""
"CHEMBL261849"	"GW632580X"	"None"	"366.42"	"0"	"2.83"	"GW2580"	"COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1"	"Residual Activity"	"'='"	"0.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219083"	"Millipore: Percentage of residual kinase activity of CSF1R at 10uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1844"	"Macrophage colony stimulating factor receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem J"	"2013"	"None"	""
"CHEMBL223360"	"LINIFANIB"	"3.0"	"375.41"	"0"	"4.90"	"ABT-869"	"Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1"	"Kd"	"'='"	"3.4"	"nM"	"8.47"	""	""	"UO_0000065"	"22.56"	"0.41"	"3.57"	"8.84"	"1"	"CHEMBL1063702"	"Binding constant for CSF1R kinase domain"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1844"	"Macrophage colony stimulating factor receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1150977"	"1"	"Scientific Literature"	"Nat Biotechnol"	"2008"	"None"	""
"CHEMBL535"	"SUNITINIB"	"4.0"	"398.48"	"0"	"3.33"	"Sunitinib"	"CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C"	"IC50"	"'='"	"35.0"	"nM"	"7.46"	""	""	"UO_0000065"	"18.71"	"0.35"	"4.13"	"9.65"	"0"	"CHEMBL1110566"	"Inhibition of CSF1R"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1844"	"Macrophage colony stimulating factor receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1155389"	"1"	"Scientific Literature"	"J Med Chem"	"2010"	"None"	""
"CHEMBL203644"	""	"None"	"355.76"	"0"	"3.52"	"EGFR_ErbB_2_ErbB_4_Inhibitor"	"CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1"	"Residual Activity"	"'='"	"83.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219083"	"Millipore: Percentage of residual kinase activity of CSF1R at 10uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1844"	"Macrophage colony stimulating factor receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem J"	"2013"	"None"	""
"CHEMBL2023495"	""	"None"	"433.47"	"0"	"3.84"	"29"	"CCn1cc(NC(=O)Cc2ncc(Oc3ccnc4cc(OC)ccc34)cc2OC)cn1"	"IC50"	"'='"	"20.0"	"nM"	"7.70"	""	""	"UO_0000065"	"17.76"	"0.33"	"3.86"	"7.67"	"0"	"CHEMBL2027407"	"Inhibition of CSF-1R"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1844"	"Macrophage colony stimulating factor receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2021798"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2012"	"None"	""
"CHEMBL454616"	""	"None"	"488.57"	"0"	"4.44"	"1, CSF-1"	"Cc1ccc(NC(=O)c2cccc(N(C)S(C)(=O)=O)c2)cc1NC(=O)c1ccc2ncccc2c1"	"IC50"	"'='"	"89.0"	"nM"	"7.05"	""	""	"UO_0000065"	"14.43"	"0.28"	"2.61"	"6.50"	"0"	"CHEMBL980054"	"Inhibition of CSF1R"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1844"	"Macrophage colony stimulating factor receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1139407"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2008"	"None"	""
"CHEMBL2158224"	""	"None"	"466.59"	"1"	"5.27"	"11"	"N#Cc1c[nH]c(C(=O)Nc2ccc(C3CCN(Cc4ccccn4)CC3)cc2C2=CCCCC2)n1"	"IC50"	"'='"	"2.4"	"nM"	"8.62"	""	""	"UO_0000065"	"18.47"	"0.34"	"3.35"	"8.82"	"0"	"CHEMBL2163155"	"Inhibition of FMS mediated phosphorylation using SYEGNSYTFIDPTQ as substrate after 80 mins by fluorescence polarization"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1844"	"Macrophage colony stimulating factor receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2157860"	"1"	"Scientific Literature"	"J Med Chem"	"2011"	"None"	""
